campaign,mfr_recall_no,population,component_name,component_desc,part_number,supplier_name,supplier_country,defect_cause,fmvss,remedy_type,corrected_in_production,chronology_attached,chronology_note,chronology_url,pdf_url,affected_models,supplier_canonical,supplier_group
22V322000,SC236,9014,SBW Control Unit,Shifter Control Unit,42951-18150,Hyundai KEFICO Corp.,"Korea, Republic of","Kia Motor America (Kia) is recalling certain 2022 EV6 vehicles.  A software error in the Shifter Control Unit (SCU) may disengage the parking mechanism, which can allow the vehicle to rollaway.",,"Drivers are recommended to park their vehicles on level ground and avoid parking on a slope/inclined surface whenever possible until the remedy has been performed.  Dealers will update the Shifter Control Unit software, free of charge.  Owner notification letters were mailed May 25, 2022.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC236.  ","The improved software logic was applied to production on May 3, 2022. Model year 2022 EV6 vehicles manufactured from April 8, 2022 to May 3, 2022 are being updated with the improved software logic at the port before distribution to dealer and thus are not included in the scope of this recall.",True,See attached document titled “2022MY EV6 Shifter Control Unit Chronology” Page 3,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V322-1584.PDF,EV6 2022,Hyundai KEFICO Corp.,Hyundai KEFICO
22V324000,228,10729,SBW CONTROL UNIT,Shifter Control Unit,42951-18110,Hyundai KEFICO Corp,"Korea, Republic of","Hyundai Motor America (Hyundai) is recalling certain 2022 Ioniq 5 vehicles.  A software error in the Shifter Control Unit (SCU) may disengage the parking mechanism, which can allow the vehicle to rollaway.",,"Drivers are recommended to use the Electronic Parking Brake (EPB) when parking their vehicles until the remedy has been performed.  Dealers will update the Shifter Control Unit software, free of charge.  Owner notification letters were mailed July 14, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 228.  ","The remedy software was implemented in production as a running change on May 2, 2022.",False,"May 2022 On May 2, 2022, HMC notified HMA’s NASO of a new investigation into recent warranty claims involving certain 2022 model year Hyundai Ioniq 5 vehicles in South Korea. HMC received four (4) claims alleging the vehicles inadvertently rolled away after parking on an incline and shutting off the",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V324-8424.PDF,IONIQ 5 2022,Hyundai KEFICO Corp.,Hyundai KEFICO
22V344000,SC237,3596,Cluster Assy-Instrument,"Instrument Cluster Assembly [ with 3.5"" LCD screen ]",94001-S9500,Hyundai Mobis Company (Jincheon Plant),"Korea, Republic of","Kia Motors America (Kia) is recalling certain 2022 Telluride vehicles.  Excess adhesive in a circuit board within the instrument cluster may cause the instrument cluster display screen to be blank.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""",101,"Dealers will replace the instrument cluster assembly, free of charge.  Owner notification letters were mailed July 15, 2022.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC237.","The supplier changed its adhesive application inspection process on 2/28/2022. Vehicles produced after 3/14/2022 were not equipped with an instrument cluster assembly produced before the supplier’s inspection process change was made. As a result, vehicles produced after 3/14/2022 do not contain the recall condition.",True,See attached document titled “2022MY Telluride Blank Instrument Cluster LCD Screen Chronology” Page 3,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V344-9484.PDF,TELLURIDE 2022,Hyundai Mobis,Hyundai Mobis
22V344000,SC237,3596,Cluster Assy-Instrument,"Instrument Cluster Assembly [ with 3.5"" LCD screen ]",94001-S9510,Hyundai Mobis Company (Jincheon Plant),"Korea, Republic of","Kia Motors America (Kia) is recalling certain 2022 Telluride vehicles.  Excess adhesive in a circuit board within the instrument cluster may cause the instrument cluster display screen to be blank.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""",101,"Dealers will replace the instrument cluster assembly, free of charge.  Owner notification letters were mailed July 15, 2022.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC237.","The supplier changed its adhesive application inspection process on 2/28/2022. Vehicles produced after 3/14/2022 were not equipped with an instrument cluster assembly produced before the supplier’s inspection process change was made. As a result, vehicles produced after 3/14/2022 do not contain the recall condition.",True,See attached document titled “2022MY Telluride Blank Instrument Cluster LCD Screen Chronology” Page 3,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V344-9484.PDF,TELLURIDE 2022,Hyundai Mobis,Hyundai Mobis
22V344000,SC237,3596,[ Cluster Assy-Instrument ],"[ Instrument Cluster Assembly with 7"" LCD screen ]",94011-S9500,Hyundai Mobis Company (Jincheon Plant),"Korea, Republic of","Kia Motors America (Kia) is recalling certain 2022 Telluride vehicles.  Excess adhesive in a circuit board within the instrument cluster may cause the instrument cluster display screen to be blank.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""",101,"Dealers will replace the instrument cluster assembly, free of charge.  Owner notification letters were mailed July 15, 2022.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC237.","The supplier changed its adhesive application inspection process on 2/28/2022. Vehicles produced after 3/14/2022 were not equipped with an instrument cluster assembly produced before the supplier’s inspection process change was made. As a result, vehicles produced after 3/14/2022 do not contain the recall condition.",True,See attached document titled “2022MY Telluride Blank Instrument Cluster LCD Screen Chronology” Page 3,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V344-9484.PDF,TELLURIDE 2022,Hyundai Mobis,Hyundai Mobis
22V353000,230,158,Cluster Assy-Instrument,Instrument Cluster Assembly,94011-S8640,Hyundai Mobis,"Korea, Republic of","Hyundai Motor America (Hyundai) is recalling certain 2022 Palisade vehicles.  The instrument cluster assembly may have been manufactured with excessive adhesive, which can disable the instrument cluster display screen.",,"Dealers will replace the instrument cluster assembly, free of charge.  Owner notification letters were mailed July 15, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 230.","The supplier improved its adhesive application inspection process on February 28, 2022.",False,Please see Attachment A for the requested chronology of events leading up to the defect decision.,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V353-7007.PDF,PALISADE 2022,Hyundai Mobis,Hyundai Mobis
22V353000,230,158,Cluster Assy-Instrument,Instrument Cluster Assembly,94011-S8650,Hyundai Mobis,"Korea, Republic of","Hyundai Motor America (Hyundai) is recalling certain 2022 Palisade vehicles.  The instrument cluster assembly may have been manufactured with excessive adhesive, which can disable the instrument cluster display screen.",,"Dealers will replace the instrument cluster assembly, free of charge.  Owner notification letters were mailed July 15, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 230.","The supplier improved its adhesive application inspection process on February 28, 2022.",False,Please see Attachment A for the requested chronology of events leading up to the defect decision.,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V353-7007.PDF,PALISADE 2022,Hyundai Mobis,Hyundai Mobis
22V626000,SC247,36417,TOW HITCH HARNESS,TOW HITCH HARNESS (4-pin),S9F67-AC000,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2020-2022 Telluride vehicles potentially equipped with a Genuine Kia 4-pin tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will install a new fuse and a wiring harness extension.  Dealers will also inspect and replace the tow hitch harness assembly, as necessary.  All repairs will be performed free of charge.  Owner notification letters were mailed April 12, 2023. Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC247. ","The 4-pin tow hitch harness was discontinued as a port-installed option (PIO) beginning with the 2021MY Telluride. Beginning with the 2021MY Telluride, only the 7-pin tow hitch harness was installed as a PIO.",True,See attached document titled “2020-2022MY Telluride Tow Hitch Harness Chronology”,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V626-9236.PDF,TELLURIDE 2020; TELLURIDE 2021; TELLURIDE 2022,Mobis Parts America,Hyundai Mobis
22V626000,SC247,36417,TOW HITCH HARNESS,TOW-HITCH HARNESS (4-pin),S9F67-AC001,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2020-2022 Telluride vehicles potentially equipped with a Genuine Kia 4-pin tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will install a new fuse and a wiring harness extension.  Dealers will also inspect and replace the tow hitch harness assembly, as necessary.  All repairs will be performed free of charge.  Owner notification letters were mailed April 12, 2023. Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC247. ","The 4-pin tow hitch harness was discontinued as a port-installed option (PIO) beginning with the 2021MY Telluride. Beginning with the 2021MY Telluride, only the 7-pin tow hitch harness was installed as a PIO.",True,See attached document titled “2020-2022MY Telluride Tow Hitch Harness Chronology”,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V626-9236.PDF,TELLURIDE 2020; TELLURIDE 2021; TELLURIDE 2022,Mobis Parts America,Hyundai Mobis
22V633000,235,244980,Tow Hitch Harness,Tow hitch module & wiring harness,S8F67-AC400,SEGI Korea,"Korea, Republic of","Hyundai Motor America (Hyundai) is recalling 2020-2022 Palisade vehicles potentially equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Hyundai dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will install a new fuse and wire extension kit, as necessary, free of charge.  Owner notification letters were mailed May 18, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 235.",The remedy tow hitch harness will be available for purchase through Hyundai or other authorized retailers.,False,Please see Attachment A for the requested chronology of events leading up to the defect decision. Page 3,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V633-5086.PDF,PALISADE 2020; PALISADE 2021; PALISADE 2022,SEGI Korea,SEGI Korea
22V633000,235,244980,Tow Hitch Harness,Tow hitch module & wiring harness,S8F67-AC401,SEGI Korea,"Korea, Republic of","Hyundai Motor America (Hyundai) is recalling 2020-2022 Palisade vehicles potentially equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Hyundai dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will install a new fuse and wire extension kit, as necessary, free of charge.  Owner notification letters were mailed May 18, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 235.",The remedy tow hitch harness will be available for purchase through Hyundai or other authorized retailers.,False,Please see Attachment A for the requested chronology of events leading up to the defect decision. Page 3,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V633-5086.PDF,PALISADE 2020; PALISADE 2021; PALISADE 2022,SEGI Korea,SEGI Korea
