CAMPNO,MFGCAMPNO,MFGTXT,POTAFF,RCDATE,ODATE,COMPNAME,MFR_COMP_NAME,MFR_COMP_PTNO,MFR_COMP_DESC,FMVSS,RPNO,DESC_DEFECT,CONEQUENCE_DEFECT,CORRECTIVE_ACTION,NOTES,DO_NOT_DRIVE,PARK_OUTSIDE,affected_models
25V235000,277,Hyundai Motor America,1589,20250410,20250425,"SERVICE BRAKES, HYDRAULIC:POWER ASSIST:ELECTRIC:CONTROL MODULE:SOFTWARE",Vehicle Control Unit,39751-1XPN1,VCU Vehicle Control Unit (IONIQ 5 N specification),,,"Hyundai Motor America (Hyundai) is recalling certain 2025 Hyundai IONIQ 5 ""N"" vehicles equipped with left-foot braking (LFB) and N e-shift features.  The integrated electronic brake (IEB) and vehicle control unit (VCU) software may cause reduced braking performance when LFB is activated.  Additionally, the vehicle may continue to accelerate after the pedal is released and the vehicle's N e-shift feature is engaged.","Reduced braking performance and unexpected, continued acceleration increase the risk of a crash.","Owners are advised not to use the LFB or N e-Shift features until the remedy has been performed.  The IEB and VCU software will be updated over-the-air (OTA) or by a dealer, free of charge.  Owner notification letters were mailed April 25, 2025.  This recall replaces NHTSA recall number 25V-065.  Vehicles repaired under the previous recall will need to have the new remedy completed.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 277.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1- 888-275-9171) or go to www.safercar.gov.,No,No,IONIQ 5 2025
25V235000,277,Hyundai Motor America,1589,20250410,20250425,"SERVICE BRAKES, HYDRAULIC:POWER ASSIST:ELECTRIC:CONTROL MODULE:SOFTWARE",Integrated Electrical Booster,58520-NI000,IEB Integrated Electrical Booster (IONIQ 5 N specification),,,"Hyundai Motor America (Hyundai) is recalling certain 2025 Hyundai IONIQ 5 ""N"" vehicles equipped with left-foot braking (LFB) and N e-shift features.  The integrated electronic brake (IEB) and vehicle control unit (VCU) software may cause reduced braking performance when LFB is activated.  Additionally, the vehicle may continue to accelerate after the pedal is released and the vehicle's N e-shift feature is engaged.","Reduced braking performance and unexpected, continued acceleration increase the risk of a crash.","Owners are advised not to use the LFB or N e-Shift features until the remedy has been performed.  The IEB and VCU software will be updated over-the-air (OTA) or by a dealer, free of charge.  Owner notification letters were mailed April 25, 2025.  This recall replaces NHTSA recall number 25V-065.  Vehicles repaired under the previous recall will need to have the new remedy completed.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 277.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1- 888-275-9171) or go to www.safercar.gov.,No,No,IONIQ 5 2025
25V291000,278,Hyundai Motor America,620,20250506,20250611,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,PUMP ASSEMBLY-ELECTRIC OIL,46110-4G500,Maintain hydraulic pressure inside the transmission in ISG condition,,,"Hyundai Motor America (Hyundai) is recalling certain 2025 Hyundai Palisade vehicles.  An insufficient seal on the controller for the electric oil pump may allow moisture to accumulate in the printed circuit board, which can cause an electrical short and result in a fire. ",A fire while parked or driving can increase the risk of injury. ,"Owners are advised to park their vehicles outside and away from structures until the recall remedy is completed.  Dealers will replace the electric oil pump controller, free of charge.  Owner notification letters were mailed June 11, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 278. ",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1- 888-275-9171) or go to www.safercar.gov.,No,Yes,PALISADE 2025
25V351000,SC341,"Kia America, Inc.",82281,20250527,20250624,EXTERIOR LIGHTING:LIGHTING CONTROL MODULE:SOFTWARE,Junction Box ASSY-I/PN,91960-L2010,"Junction Box Assembly (PDC, Power-net Domain Controller)",108,,"Kia America, Inc. (Kia) is recalling certain 2025 K5 vehicles. A software error in the Power-net Domain Controller (PDC) may cause the parking lights to flicker. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Parking lights that fail to illuminate properly can reduce visibility, increasing the risk of a crash.","The PDC software will be updated by a dealer or through an over-the-air (OTA) update, free of charge. Owner notification letters were mailed June 24, 2025. Owners may contact Kia customer service at 1-800-333-4542. Kia's number for this recall is SC341.",,No,No,K5 2025
25V351000,SC341,"Kia America, Inc.",82281,20250527,20250624,EXTERIOR LIGHTING:LIGHTING CONTROL MODULE:SOFTWARE,Junction Box ASSY-I/PN,91960-L2011,"Junction Box Assembly (PDC, Power-net Domain Controller)",108,,"Kia America, Inc. (Kia) is recalling certain 2025 K5 vehicles. A software error in the Power-net Domain Controller (PDC) may cause the parking lights to flicker. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Parking lights that fail to illuminate properly can reduce visibility, increasing the risk of a crash.","The PDC software will be updated by a dealer or through an over-the-air (OTA) update, free of charge. Owner notification letters were mailed June 24, 2025. Owners may contact Kia customer service at 1-800-333-4542. Kia's number for this recall is SC341.",,No,No,K5 2025
25V426000,SC342,"Kia America, Inc.",11327,20250620,20251107,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,CAMERA ASSY - BACK VIEW,95760-G5000,Rearview Camera Assembly,111,,"Kia America, Inc. (Kia) is recalling certain 2020-2022 Niro EV vehicles. The circuit board for the rearview camera may become damaged and cause the rearview camera image not to display. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 111, ""Rear Visibility."" ","A rearview image that does not display reduces the driver's view of what is behind the vehicle, increasing the risk of a crash.","Dealers will replace the rearview camera, free of charge. Owner notification letters were mailed November 7, 2025. Owners may contact Kia customer service at 1-800-333-4542. Kia's number for this recall is SC342.",,No,No,NIRO EV 2020; NIRO EV 2021; NIRO EV 2022
25V482000,280,Hyundai Motor America,10,20250723,20250825,ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY,Battery System Assembly,37501-PI920,High-Voltage Battery Pack for IONIQ 5,,,"Hyundai Motor America (Hyundai) is recalling certain 2025 IONIQ 5 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",An electrical short in the high voltage battery system increases the risk of a fire.,"Owners are advised to park their vehicles outside and away from structures until the recall remedy is complete. Dealers will inspect and repair the high voltage battery system, as necessary, free of charge. Owner notification letters were mailed August 25, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 280.",,No,Yes,IONIQ 5 2025
25V606000,282,Hyundai Motor America,31042,20250911,20251010,ELECTRICAL SYSTEM:PROPULSION SYSTEM:CHARGING:PORT,PANEL-CHARGE PORT,695C0-KL000,Charging door outer cover,,,Hyundai Motor America (Hyundai) is recalling certain 2023-2025 IONIQ 6 electric vehicles. The charging port door panel may detach.,"A detached charging port door panel can create a road hazard for other vehicles, increasing the risk of a crash.","Dealers will apply an adhesive on the charging port door assembly, free of charge. Owner notification letters were mailed beginning October 10, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 282. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",,No,No,IONIQ 6 2023; IONIQ 6 2024; IONIQ 6 2025
25V649000,SC351,"Kia America, Inc.",39536,20250925,20260123,VISIBILITY:DEFROSTER/DEFOGGER/HVAC SYSTEM:FAN/MOTOR,WIRING ASSY-MAIN,91100-R5140,Main Wiring Assembly,,,"Kia America, Inc. (Kia) is recalling certain 2021-2023 Sorento vehicles. The heating, ventilation, and air conditioning (HVAC) blower motor wiring harness may be inadequate, which can result in a fire.",A fire increases the risk of injury.,"Dealers will replace the wiring harness and blower motor resistor, free of charge. Owner notification letters were mailed January 23, 2026. Owners may contact Kia customer service at 800-333-4542. Kia's number for this recall is SC351. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning October 9, 2025.",,No,No,SORENTO 2021; SORENTO 2022; SORENTO 2023
25V659000,285,Hyundai Motor America,135386,20251002,20251022,ELECTRICAL SYSTEM:STARTER ASSEMBLY,Wiring Assy-Battery,91850R6020,Battery Wire Harness,,,"Hyundai Motor America (Hyundai) is recalling certain 2024-2025 Santa Fe vehicles. The B+ positive terminal cover on the starter motor assembly may be improperly installed, which can cause an electrical short during a crash.",An electrical short increases the risk of a fire.,"Dealers will inspect and reinstall the starter motor terminal cover, as necessary, free of charge. Owner notification letters were mailed beginning October 22, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 285. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on October 4, 2025.",,No,No,SANTA FE 2024; SANTA FE 2025
25V797000,287,Hyundai Motor America,1535,20251117,20251230,SEAT BELTS:FRONT:RETRACTOR,Bolt â Seatbelt Anchor Mounting,19127-07283,Fastening bolt for retractor to vehicle structure,,,Hyundai Motor America (Hyundai) is recalling certain 2025 IONIQ 5 vehicles. The seat belt retractors for the driver and front passenger seats may not be securely fastened.,"An improperly secured seat belt retractor may not function properly in a crash, increasing the risk of injury.","Dealers will inspect and secure the seat belt retractors, as necessary, free of charge. Owner notification letters were mailed December 30, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 287. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on November 19, 2025.",,No,No,IONIQ 5 2025
25V808000,288,Hyundai Motor America,143472,20251120,20260115,BACK OVER PREVENTION:DISPLAY FUNCTION,UNIT ASSY-REAR VIEW CAMERA,99240-P6000,Rear View Camera Unit,111,,"Hyundai Motor America (Hyundai) is recalling certain 2024-2025 Santa Fe and Santa Fe Hybrid vehicles. The rearview camera may not have been installed properly, which can damage the wiring harness and cause the rearview camera image not to display. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 111, ""Rear Visibility."" ","A rearview image that does not display reduces the driver's view behind the vehicle, increasing the risk of a crash.","Dealers will replace the camera wiring harness, free of charge. Owner notification letters were mailed beginning January 15, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 288. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on November 22, 2025.",,No,No,SANTA FE 2024; SANTA FE 2025; SANTA FE HYBRID 2024; SANTA FE HYBRID 2025
25V874000,SC359,"Kia America, Inc.",5046,20251217,20260213,TRAILER HITCHES,TOW HITCH HARNESS,DWF67-AC000,Tow Hitch Harness,101,,"Kia America, Inc. (Kia) is recalling certain 2023-2025 Sportage Plug-In Hybrid Electric (PHEV) and 2024-2025 Sportage vehicles equipped with a 4.2"" screen and a Genuine Kia tow hitch harness accessory. Due to a software error, the instrument panel screen may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Controls and Displays.""","An instrument panel screen that fails to display critical safety information, such as the speedometer or warning lights, can increase the risk of a crash.","Dealers will replace the tow hitch harness control module, free of charge. Owner notification letters were mailed February 13, 2026. Owners may contact Kia Customer Service at 1-800-333-4542.  Kia's number for this recall is SC359. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning December 31, 2025.",,No,No,SPORTAGE 2024; SPORTAGE 2025; SPORTAGE PHEV 2023; SPORTAGE PHEV 2024; SPORTAGE PHEV 2025
25V874000,SC359,"Kia America, Inc.",5046,20251217,20260213,TRAILER HITCHES,TOW HITCH HARNESS,DWF67-AC001,Tow Hitch Harness,101,,"Kia America, Inc. (Kia) is recalling certain 2023-2025 Sportage Plug-In Hybrid Electric (PHEV) and 2024-2025 Sportage vehicles equipped with a 4.2"" screen and a Genuine Kia tow hitch harness accessory. Due to a software error, the instrument panel screen may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Controls and Displays.""","An instrument panel screen that fails to display critical safety information, such as the speedometer or warning lights, can increase the risk of a crash.","Dealers will replace the tow hitch harness control module, free of charge. Owner notification letters were mailed February 13, 2026. Owners may contact Kia Customer Service at 1-800-333-4542.  Kia's number for this recall is SC359. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning December 31, 2025.",,No,No,SPORTAGE 2024; SPORTAGE 2025; SPORTAGE PHEV 2023; SPORTAGE PHEV 2024; SPORTAGE PHEV 2025
25V893000,290,Hyundai Motor America,51587,20251218,20260511,TRAILER HITCHES,Tow Hitch Harness,CWF61-AU100,Wire harness connecting vehicle and trailer,,,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 Tucson vehicles equipped with an optional Mobis tow hitch wiring harness. The wiring harness may have been installed incorrectly, allowing water into the control module. Moisture accumulation may cause the trailer lighting to fail or an electrical short circuit.",Nonfunctioning trailer lights can increase the risk of a crash. A short circuit can increase the risk of a fire.,"Owners are advised to park outside and away from structures until the recall repair is complete. Dealers will install a cap of the wiring, free of charge. Owner notification letters were mailed May 11, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 290. Vehicle Identification Numbers (VINs) involved in this recall  became searchable on NHTSA.gov on December 20, 2025.",,No,Yes,TUCSON 2022; TUCSON 2023; TUCSON 2024
26V046000,SC361,"Kia America, Inc.",42677,20260126,20260313,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-DW300,Cluster Unit Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System."" ","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,No,No,CARNIVAL 2026; CARNIVAL HYBRID 2026; EV9 2026; K4 2025; K5 2026; SORENTO 2025; SORENTO 2026; SORENTO HYBRID 2025; SORENTO HYBRID 2026; SORENTO PHEV 2025; SORENTO PHEV 2026; SPORTAGE 2026; SPORTAGE HYBRID 2026; SPORTAGE PHEV 2026
26V046000,SC361,"Kia America, Inc.",42677,20260126,20260313,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-GG000,Cluster Unit Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System."" ","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,No,No,CARNIVAL 2026; CARNIVAL HYBRID 2026; EV9 2026; K4 2025; K5 2026; SORENTO 2025; SORENTO 2026; SORENTO HYBRID 2025; SORENTO HYBRID 2026; SORENTO PHEV 2025; SORENTO PHEV 2026; SPORTAGE 2026; SPORTAGE HYBRID 2026; SPORTAGE PHEV 2026
26V046000,SC361,"Kia America, Inc.",42677,20260126,20260313,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-L2110,Cluster Unit Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System."" ","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,No,No,CARNIVAL 2026; CARNIVAL HYBRID 2026; EV9 2026; K4 2025; K5 2026; SORENTO 2025; SORENTO 2026; SORENTO HYBRID 2025; SORENTO HYBRID 2026; SORENTO PHEV 2025; SORENTO PHEV 2026; SPORTAGE 2026; SPORTAGE HYBRID 2026; SPORTAGE PHEV 2026
26V046000,SC361,"Kia America, Inc.",42677,20260126,20260313,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-P1360,Cluster Unit Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System."" ","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,No,No,CARNIVAL 2026; CARNIVAL HYBRID 2026; EV9 2026; K4 2025; K5 2026; SORENTO 2025; SORENTO 2026; SORENTO HYBRID 2025; SORENTO HYBRID 2026; SORENTO PHEV 2025; SORENTO PHEV 2026; SPORTAGE 2026; SPORTAGE HYBRID 2026; SPORTAGE PHEV 2026
26V046000,SC361,"Kia America, Inc.",42677,20260126,20260313,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-P4220,Cluster Unit Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System."" ","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,No,No,CARNIVAL 2026; CARNIVAL HYBRID 2026; EV9 2026; K4 2025; K5 2026; SORENTO 2025; SORENTO 2026; SORENTO HYBRID 2025; SORENTO HYBRID 2026; SORENTO PHEV 2025; SORENTO PHEV 2026; SPORTAGE 2026; SPORTAGE HYBRID 2026; SPORTAGE PHEV 2026
26V046000,SC361,"Kia America, Inc.",42677,20260126,20260313,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-R0440,Cluster Unit Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System."" ","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,No,No,CARNIVAL 2026; CARNIVAL HYBRID 2026; EV9 2026; K4 2025; K5 2026; SORENTO 2025; SORENTO 2026; SORENTO HYBRID 2025; SORENTO HYBRID 2026; SORENTO PHEV 2025; SORENTO PHEV 2026; SPORTAGE 2026; SPORTAGE HYBRID 2026; SPORTAGE PHEV 2026
26V046000,SC361,"Kia America, Inc.",42677,20260126,20260313,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-R5010,Cluster Unit Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System."" ","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,No,No,CARNIVAL 2026; CARNIVAL HYBRID 2026; EV9 2026; K4 2025; K5 2026; SORENTO 2025; SORENTO 2026; SORENTO HYBRID 2025; SORENTO HYBRID 2026; SORENTO PHEV 2025; SORENTO PHEV 2026; SPORTAGE 2026; SPORTAGE HYBRID 2026; SPORTAGE PHEV 2026
26V046000,SC361,"Kia America, Inc.",42677,20260126,20260313,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-XA200,Cluster Unit Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System."" ","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,No,No,CARNIVAL 2026; CARNIVAL HYBRID 2026; EV9 2026; K4 2025; K5 2026; SORENTO 2025; SORENTO 2026; SORENTO HYBRID 2025; SORENTO HYBRID 2026; SORENTO PHEV 2025; SORENTO PHEV 2026; SPORTAGE 2026; SPORTAGE HYBRID 2026; SPORTAGE PHEV 2026
26V047000,293,Hyundai Motor America,41651,20260126,20260324,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-BE290; 940C3-BE190,Kona (SIF) Specification,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,No,No,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V047000,293,Hyundai Motor America,41651,20260126,20260324,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-CW000; 940C3-CW070,Tucson (SIF) Specification,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,No,No,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
